response_id,topic,value,response_date,student_year,procedure,improvement,question,academic_year,label
R_1Nxhf4SDJZoHRCR,t_4,0.6,2021-04-13T20:45:08Z,D3,Prosthodontics,Thank your for your help and guidance Dr. Beard!,NA,2020-2021,time crown impression denture occlusion bite tray
R_1Nxj5e5d6DCRp77,t_5,0.8451612903225806,2021-12-08T13:55:26Z,D3,Restorative,"Overall, I thought this appointment went very well. The color shade and restoration contour went very well. A few aspects I need to be more wary of in the future include, removing all unsupported enamel and considering soft-flex discs to make the restoration smooth.",NA,2021-2022,contact margin prep composite restoration bur remove
R_1NxKohwigSpyvlr,t_4,0.7698630136986302,2021-10-19T03:40:13Z,D3,Prosthodontics,"I was pleased with the crown delivery process, as no adjustments were required. When I captured the initial bitewing to confirm proper seating and closed margins, I was shocked to discover an open margin, especially after the margin appeared clinically sealed chairside with no defects detected by the explorer. I then applied greater pressure to the crown prior to capturing a second bitewing radiograph, which fortunately revealed a closed margin. Moral of the story: ensure that the crown is properly seated a",NA,2021-2022,time crown impression denture occlusion bite tray
R_1Nxq51wvak2cLIr,t_3,0.8079999999999999,2021-07-27T01:51:01Z,D3,Periodontics,One thing I would differently is make sure the perio chart is saved and swiped. I had not done so in the previous appointment and had to redo the charting. Lesson learned! Thank you for your help today Dr. Kennebrew!,NA,2021-2022,exam time patient plan complete faculty appointment
R_1nYIWSv5PKCWCuS,t_1,0.9466666666666667,2021-04-15T20:58:47Z,D3,Exam/Tx Plan,Work on deciding what dental codes to use in addition to dental findings (like caries),NA,2020-2021,caries patient plan treatment tooth lesion option
R_1nYJfgKkCBv6tSU,t_3,0.9384615384615385,2021-11-12T22:50:35Z,D3,Exam/Tx Plan,Next time I would like to call restorative over sooner as to not feel too rushed at the end. Thank you for your help today! Have a great weekend!,NA,2021-2022,exam time patient plan complete faculty appointment
R_1NyvpLMh6fYeBNv,t_2,0.3696969696969697,2020-09-16T14:56:28Z,D3,Restorative,I would like to be a bit less conservative with drilling out the IRM from an endo treated tooth.  It was my first time drilling on a patient and I was nervous.,"For a mental nerve injection, could you describe the technique to me?",2020-2021,time calculus hand instrument molar scale probe
R_1NyvpLMh6fYeBNv,t_5,0.3696969696969697,2020-09-16T14:56:28Z,D3,Restorative,I would like to be a bit less conservative with drilling out the IRM from an endo treated tooth.  It was my first time drilling on a patient and I was nervous.,"For a mental nerve injection, could you describe the technique to me?",2020-2021,contact margin prep composite restoration bur remove
R_1nYZk5uBTWshVPZ,t_3,0.8526315789473684,2021-08-02T23:16:41Z,D3,Prosthodontics,Id like to be more intentional and more conscious about my time management skills within the chair to maximize and become more productive in clinic.,NA,2021-2022,exam time patient plan complete faculty appointment
R_1NzcgH609ITneIB,t_2,0.8400000000000001,2021-09-21T16:32:06Z,D3,Restorative,I would be more careful not to injure myself on next time.,NA,2021-2022,time calculus hand instrument molar scale probe
R_1NzDOhoFlRRFIO9,t_2,0.33134328358208953,2021-08-03T18:45:03Z,D3,Restorative,"I learned a lot from this appointment. This is among my first appointments involving a multisurface posterior restoration, IAN block, automatrix, or IRM. It was a humbling and educational experience attempting to gain visual and coordinated access on this tooth, and Dr. Hartzell was incredibly helpful in teaching me about positioning, tools to use, and ways to organize myself. Next time I would like to have more confidence in using these materials or treating a tooth in this setting. Thank you again for hel",NA,2021-2022,time calculus hand instrument molar scale probe
R_1NzEMP3fVuAetzL,t_3,0.5809523809523809,2021-08-05T22:03:19Z,D3,Periodontics,"This was a really straight forward prophy on a classmate, and I can't really think of anything I would do differently next time. I know we both appreciated the discussion on recession and toothpastes that help with sensitivity, though, so thank you for always teaching us something new!",NA,2021-2022,exam time patient plan complete faculty appointment
R_1nZn1xQ09gQm13F,t_1,0.44000000000000006,2021-03-17T16:33:33Z,D3,Exam/Tx Plan,Be more confident about restorability,Thank you for your help today! :),2020-2021,caries patient plan treatment tooth lesion option
R_1nZn1xQ09gQm13F,t_3,0.44000000000000006,2021-03-17T16:33:33Z,D3,Exam/Tx Plan,Be more confident about restorability,Thank you for your help today! :),2020-2021,exam time patient plan complete faculty appointment
R_1nZUCXF90jup0mL,t_5,0.37971014492753624,2021-09-03T23:56:35Z,D3,Prosthodontics,"Next time I prepare an anterior crown prep, I will pay more attention to the lingual reduction. I realized that I could create more of a concavity/lingual fossa by using the football bur, allowing for more space between the mandibular incisors. We also mentioned doing enamelplasty to the lower incisors.",Is it indicated to perform enamelplasty on the lower incisors that have attrition due to bruxism? The dentin is visible on the incisal surfaces. Will this cause any additional sensitivity for the patient? Thank you!,2021-2022,contact margin prep composite restoration bur remove
R_1Nzvn5a76uaBlSI,t_3,0.911111111111111,2021-04-15T20:05:06Z,D3,Exam/Tx Plan,More efficient use of time with patient in the chair.,I appreciate your help!,2020-2021,exam time patient plan complete faculty appointment
R_1o1qgb6ZW3mPhmL,t_2,0.9282051282051282,2021-06-03T21:04:24Z,D3,Periodontics,Next time I would like to work more on my seating positions. I think focusing on doing my near surfaces first and then my away surfaces.,"I noticed I enjoyed using the universal curets on the anterior teeth. I know sickle scalers are common practice, but do you also use the curets from time to time on a patient's anteriors?",2021-2022,time calculus hand instrument molar scale probe
R_1o56eqR7rAaWlWC,t_3,0.9272727272727272,2021-06-07T15:52:45Z,D3,Periodontics,Be more professional with the computer system,Exam tips for the school and the board,2021-2022,exam time patient plan complete faculty appointment
R_1o5rURk4p1WpW5p,t_4,0.8857142857142858,2021-09-01T22:41:24Z,D3,Restorative,I would like to get better and placing the cord around the crown. I was really struggling with it .,NA,2021-2022,time crown impression denture occlusion bite tray
R_1o5tXghH8SQheWZ,t_5,0.9771428571428572,2021-09-27T16:19:41Z,D3,Restorative,"I had difficulty restoring the cervical portion of the prep because it extended onto the root surface. Ideally, I would have liked to use a larger retraction cord so that I could have better visibility of the cervical margin which could have aided in a less detectable margin all together.",NA,2021-2022,contact margin prep composite restoration bur remove
R_1o5xHs7NE1Z4G2Z,t_2,0.6121212121212121,2021-12-09T20:29:48Z,D3,Periodontics,"There were a few areas with remaining calculus deposits, especially in the maxillary anterior teeth that present with generalized decay. Discussed proper instruments to use in instances of small interdental space. Overall, patient was satisfied",NA,2021-2022,time calculus hand instrument molar scale probe
R_1o60lQlpQWetKgx,t_2,0.8857142857142858,2021-11-01T21:27:05Z,D3,Periodontics,I would like to do the cleaning 1st to see surfaces more clearly.,NA,2021-2022,time calculus hand instrument molar scale probe
R_1o6BxxGJYWJIJNy,t_1,0.9652173913043478,2020-10-01T13:19:52Z,D3,Exam/Tx Plan,"Before presenting to faculty, I would want to make sure I do a thorough examination of the tooth. I feel like I missed a lot of things at first with this case -- but I also learned a LOT. I am excited to continue with this case and see what it brings.",NA,2020-2021,caries patient plan treatment tooth lesion option
R_1o7OjlEiwE6n6nz,t_1,0.4926829268292683,2021-09-28T16:43:01Z,D3,Prosthodontics,"I think the appointment went well. We were able to check on the implant and periodontal health, provide a cleaning to the implant posts, and replace the inserts. We also discussed treatment options to replace a chipped #10 on the denture.",None. Thank you for your help and guidance throughout the appointment,2021-2022,caries patient plan treatment tooth lesion option
R_1o7SRdqj4toWDSF,t_1,0.5368421052631579,2021-05-10T20:33:00Z,D3,Exam/Tx Plan,Fill out the exam findings and caries risk assessment forms before the faculty comes over for check out.,NA,2021-2022,caries patient plan treatment tooth lesion option
R_1o7TqBGlS5tvZGJ,t_2,0.5466666666666666,2021-10-29T23:33:44Z,D3,Restorative,Check proximal caries in anteriors after calculus removal.,How may I improve?,2021-2022,time calculus hand instrument molar scale probe
R_1o7tYqJnzY2pWfC,t_1,0.7621621621621621,2021-07-16T21:27:29Z,D3,Restorative,"Next time, I want to spend more time with the critical thinking component of dental pain. There were multiple factors for which my patient could have had pain in her left maxillary quadrant. I want to next time think of what possible etiologies could exist and then narrow it down.",NA,2021-2022,caries patient plan treatment tooth lesion option
R_1o8avU2Q33pVRTL,t_1,0.44000000000000006,2020-12-04T21:10:24Z,D3,Prosthodontics,polish interproximal area better,NA,2020-2021,caries patient plan treatment tooth lesion option
R_1o8avU2Q33pVRTL,t_5,0.44000000000000006,2020-12-04T21:10:24Z,D3,Prosthodontics,polish interproximal area better,NA,2020-2021,contact margin prep composite restoration bur remove
R_1oAd68TUX1twCPE,t_5,0.6799999999999999,2021-01-29T20:10:23Z,D3,Restorative,I would make sure the matrix is placed properly with no gaps to avoid any ledge formation post restoration.,NA,2020-2021,contact margin prep composite restoration bur remove
R_1oaML20ABk1ZR1w,t_4,0.6761904761904761,2021-07-22T21:29:43Z,D3,Prosthodontics,I would've liked to complete the prep and impressions but it was out of my hands as clinic was very busy for prost and we only had Dr. Garcia as faculty,NA,2021-2022,time crown impression denture occlusion bite tray
R_1oaOJ0p3h3FaABW,t_4,0.9529411764705882,2020-11-20T12:13:41Z,D3,Prosthodontics,"I think the cementation could have gone smoother, I think if I was in the same situation again I would let the cement dry on the interim extra-orally and then scrape it off and start again so that there was less mess.",NA,2020-2021,time crown impression denture occlusion bite tray
R_1oATIpWNirFvQnW,t_1,0.6888888888888889,2021-05-29T18:26:51Z,D3,Restorative,I would like to be a little more efficient in my tooth by tooth exam,NA,2021-2022,caries patient plan treatment tooth lesion option
R_1oaUwr2tu3puLxs,t_5,0.7481481481481481,2021-08-09T17:11:58Z,D3,Restorative,"Next time I do caries removal, I will use the experience with gained from this appointment to better judge when I have removed all the caries. I felt very unsure during this appointment but it definitely gave me better knowledge",NA,2021-2022,contact margin prep composite restoration bur remove
R_1oAVPjLuX7Pv6Vs,t_5,0.8133333333333332,2021-04-15T23:51:38Z,D3,Restorative,implement the dove tail earlier in the appointment for retention and be less conservative to improve time management,NA,2020-2021,contact margin prep composite restoration bur remove
R_1OAXRB7n51WRdVS,t_1,0.8782608695652173,2021-07-27T23:34:20Z,D3,Exam/Tx Plan,I would like to improve on my delivery of information with the patient so I do not complex terminology,"For an endo referral , do we have to perform a caries/restorability assesment before?",2021-2022,caries patient plan treatment tooth lesion option
R_1OB1MVCSqJOwJyd,t_3,0.9272727272727272,2021-02-18T15:41:34Z,D3,Periodontics,I would like to include more important information when completing the perio records,Thank you for your help today!,2020-2021,exam time patient plan complete faculty appointment
R_1OB4Uy9vUSxGyIb,t_4,0.76,2020-11-03T19:06:58Z,D3,Prosthodontics,"To make appointments more time efficient, I hope to be able to better recognize something like needing to have the tooth added on to the cast before making the suck down stent, which would avoid the time associated with having to remake the stent. I also hope to be able to better use problem-solving skills, for example to know whether to modify the cast or the crown to make an appropriate stent.",NA,2020-2021,time crown impression denture occlusion bite tray
R_1oBasuo1gom5Nxg,t_3,0.9466666666666667,2021-05-22T00:12:02Z,D3,Exam/Tx Plan,"At the next appointment, I would like to have the exam findings more clearly written and more handy for the interaction with faculty.",NA,2021-2022,exam time patient plan complete faculty appointment
R_1oBEEN2kqpcolrP,t_4,0.9578947368421052,2021-11-23T00:22:44Z,D3,Prosthodontics,"I had trouble with the maxillary impression and had to retake it twice. Spreading alginate across the palatal vault and labial vestibule before taking it helped. Thanks, Dr. Stewart.",NA,2021-2022,time crown impression denture occlusion bite tray
R_1oBeFoRdccIsNwp,t_5,0.8352941176470587,2021-10-08T02:51:37Z,D3,Restorative,"I think everything went wel, the cavity preparation and the restoration. The contact was nice and tight.",Please suggest if there are any areas of improvements,2021-2022,contact margin prep composite restoration bur remove
R_1oBh3QkUNH1voKu,t_2,0.28,2021-05-27T02:18:32Z,D3,Restorative,Next time I will spend some more time looking at the pts occlusion and making sure there arent any interferences,NA,2021-2022,time calculus hand instrument molar scale probe
R_1oBh3QkUNH1voKu,t_3,0.28,2021-05-27T02:18:32Z,D3,Restorative,Next time I will spend some more time looking at the pts occlusion and making sure there arent any interferences,NA,2021-2022,exam time patient plan complete faculty appointment
R_1oBh3QkUNH1voKu,t_4,0.28,2021-05-27T02:18:32Z,D3,Restorative,Next time I will spend some more time looking at the pts occlusion and making sure there arent any interferences,NA,2021-2022,time crown impression denture occlusion bite tray
R_1oBhKPwRazgKrYb,t_2,0.9384615384615385,2021-12-08T22:57:20Z,D3,Periodontics,Next time I want to focus more on my ergonomics now that I can perform a prophy efficiently.,NA,2021-2022,time calculus hand instrument molar scale probe
R_1obWUKqCK8PSLcE,t_2,0.44000000000000006,2021-02-15T19:44:35Z,D3,Restorative,Should be more efficient with time,NA,2020-2021,time calculus hand instrument molar scale probe
R_1obWUKqCK8PSLcE,t_3,0.44000000000000006,2021-02-15T19:44:35Z,D3,Restorative,Should be more efficient with time,NA,2020-2021,exam time patient plan complete faculty appointment
R_1oc1ntvi2f7idId,t_3,0.7023255813953488,2021-11-21T01:58:44Z,D3,Restorative,"Honestly, this was a great learning experience for me and was something I had yet to attempt in clinic. Although the end result was not what we had initially envisioned, we were still able to send the patient home with a restoration that will do the job. I really enjoyed working with Dr. Bogrow, as he provided a lot of really helpful tips, tricks and other advice!",NA,2021-2022,exam time patient plan complete faculty appointment
R_1oC3ULHkeUWahbT,t_3,0.8400000000000001,2021-02-20T17:15:19Z,D3,Restorative,Procedure was straightforward.,NA,2020-2021,exam time patient plan complete faculty appointment
R_1oC5xMwkMo3zbdA,t_1,0.911111111111111,2021-10-12T15:47:01Z,D3,Restorative,I forgot to code the D2940 for the IRM placement. Sorry.,NA,2021-2022,caries patient plan treatment tooth lesion option
R_1OC68VbVZ0Qymgw,t_1,0.7176470588235294,2021-12-11T00:25:38Z,D3,Exam/Tx Plan,Don't jump the gun on potentially non-restorable teeth. Take time to think about what can save the tooth even if it's heroic dentistry.,NA,2021-2022,caries patient plan treatment tooth lesion option
R_1ocokRwGR8jJr5y,t_1,0.7176470588235294,2021-11-22T21:59:42Z,D3,Periodontics,I think this was a challenging case due to all of the issues. I want to continue to learn about hopeless teeth and ways to save them.,NA,2021-2022,caries patient plan treatment tooth lesion option
R_1oCqRhotQicDEgB,t_4,0.8782608695652173,2021-11-01T22:33:33Z,D3,Restorative,"Next time I hope to be more confident working with the Fuji material. This was my first time and it was pretty straight forward, but I had to refresh myself on the process since I have only seen it done in simlab before.",NA,2021-2022,time crown impression denture occlusion bite tray
R_1OCwsJc3d5TcD5N,t_3,0.4666666666666667,2021-07-21T21:26:51Z,D3,Exam/Tx Plan,Check if the scanner is working before checking it out next time,NA,2021-2022,exam time patient plan complete faculty appointment
R_1OCwsJc3d5TcD5N,t_4,0.4666666666666667,2021-07-21T21:26:51Z,D3,Exam/Tx Plan,Check if the scanner is working before checking it out next time,NA,2021-2022,time crown impression denture occlusion bite tray
R_1od6TpQ1o76ToMo,t_2,0.6,2021-08-03T05:04:04Z,D3,Restorative,Deliver more effective anesthesia,NA,2021-2022,time calculus hand instrument molar scale probe
R_1od7VIe50bLErse,t_2,0.8341463414634147,2020-09-29T13:59:21Z,D3,Periodontics,"Next time I would like to do a better job hand scaling. I thought I cleaned out the plaque very well which was the patient's main issue, but at times my fulcrum wasn't correct so I wasn't scaling as well as I could have. I need to review proper hand positioning while scaling to improve for next time.",NA,2020-2021,time calculus hand instrument molar scale probe
R_1ODD17IjLxmow8E,t_5,0.7333333333333334,2021-02-09T21:18:08Z,D3,Restorative,It was a great learning exp,NA,2020-2021,contact margin prep composite restoration bur remove
R_1ODHomeUxSiNYaT,t_2,0.4666666666666667,2021-02-10T17:47:38Z,D3,Periodontics,Should have gotten the instruments to do a simple restoration because I had time,NA,2020-2021,time calculus hand instrument molar scale probe
R_1odRbnARQ4WWX7b,t_2,0.6173913043478261,2021-02-20T02:48:46Z,D3,Restorative,Next appointment I would like to use local infiltration for small carious lesions on premolars rather than block the patients entire mandible with an IAN.,NA,2020-2021,time calculus hand instrument molar scale probe
R_1OE8Z7srDCSKnKl,t_3,0.6888888888888889,2021-12-07T05:39:51Z,D3,Restorative,Next time I would like to have a clear dej before calling you over to check,NA,2021-2022,exam time patient plan complete faculty appointment
R_1oeaenah2HziBf7,t_5,0.6960000000000001,2021-09-30T22:56:08Z,D3,Restorative,"Next time I would like to trouble shoot my rubber dam sooner. I initially tried to clamp the tooth posterior to #30, but it kept hitting the patients ridge. I tried other sized clamps and it was all still uncomfortable for the patient, so upon my assistants recommendation I clamped #30 instead because it was just an occlusal restoration, and that worked so much better!","No questions - thank you thank you thank for always calming me down and motivating me in clinic. I wont call myself a D1 anymore. Im a D3, and I guess a pretty decent one too haha",2021-2022,contact margin prep composite restoration bur remove
R_1oFigfhzWPA36FY,t_5,0.911111111111111,2021-04-08T15:01:35Z,D3,Prosthodontics,Be quicker in removing existing crown,NA,2020-2021,contact margin prep composite restoration bur remove
R_1oFODtOOjeMN4ed,t_2,0.6,2021-07-20T21:13:44Z,D3,Periodontics,Make sure the distals of the molars are clean as well,NA,2021-2022,time calculus hand instrument molar scale probe
R_1oFOqwi81fIsMX2,t_1,0.7454545454545454,2021-04-13T17:01:35Z,D3,Exam/Tx Plan,better assess clinical caries vs radiographic findings,NA,2020-2021,caries patient plan treatment tooth lesion option
R_1oFQ3UsM3EkwYos,t_1,0.8133333333333332,2021-05-14T20:42:20Z,D3,Exam/Tx Plan,"Working with special needs patients, I would like to be able to be more aware of their conditions and feel more comfortable addressing it.",None,2021-2022,caries patient plan treatment tooth lesion option
R_1oGC0QxkxrB6PJq,t_2,0.9466666666666667,2021-05-24T22:04:23Z,D3,Other,"I would like to work on my ergonomics while performing cleanings, and would like more practice perio probing.","Again, thank you for your help today. I am very appreciative!",2021-2022,time calculus hand instrument molar scale probe
R_1oGCtcPQNOiLgtM,t_2,0.9384615384615385,2021-06-03T20:51:03Z,D3,Periodontics,I would like to be more time efficient and have better adaptation of my instruments during cleanings.,None at this time.,2021-2022,time calculus hand instrument molar scale probe
R_1oGelv0ZGZ8dxK2,t_5,0.9794871794871796,2021-03-30T20:08:11Z,D3,Restorative,"I would like to improve my ability to shape the composite.  I see beautiful restorations where the tooth anatomy is duplicate really well, and I would like to be able to do the same.  I felt like my restoration while clinically acceptable, was lacking in the anatomy department.","You could see how big the prep was.  At what would I say ""this really needs to be a crown instead of a composite restoration""?",2020-2021,contact margin prep composite restoration bur remove
R_1ogN8GytiHBXTHf,t_5,0.7573770491803279,2021-06-21T22:32:32Z,D3,Restorative,Next time I will use the spoon excavator to determine areas with unsupported enamel.,"Thanks for your help today, Dr. Shortt. I still feel so new to this, so I really appreciate the time you took to explain technique to me. I was curious how often you personally utilize ""ideal prep"" forms in your practice. I feel like in SIM LAB we spend all this time focused on ""ideal preps"" and I haven't utilized one yet (that said, I have only done 3 restorations).",2021-2022,contact margin prep composite restoration bur remove
R_1oGObA9kkQpHN9O,t_2,0.5466666666666666,2021-12-14T21:07:40Z,D3,Prosthodontics,Use the turkey baster,"Because I had trouble getting the depth of the vestibule at spots, outside of using the turkey baster what do you do for proper alginate impressions?",2021-2022,time calculus hand instrument molar scale probe
R_1oGSmV8RhCxQHfH,t_3,0.968,2021-03-30T23:27:16Z,D3,Prosthodontics,I would ensure all equipment is working properly next time prior to the patient coming in the cube. There were multiple issues with the new clinic which hung up treatment.,NA,2020-2021,exam time patient plan complete faculty appointment
R_1ogVdAI9CYpj8Bt,t_3,0.5466666666666666,2021-05-12T15:38:28Z,D3,Restorative,I would like to have a more thorough script for greeting the faculty. This was my first patient and I felt a little flustered even though I had rehearsed what I was going to say.,Is there a specific format you like to use to run through a brief summary of HH?,2021-2022,exam time patient plan complete faculty appointment
R_1oGwBbnJaN0MvUy,t_2,0.9384615384615385,2021-07-19T21:36:06Z,D3,Periodontics,Check areas with a explorer after prophylaxis to detect remaining calculus.,NA,2021-2022,time calculus hand instrument molar scale probe
R_1oGxIVdtqHkgIlt,t_5,0.911111111111111,2021-04-08T20:23:42Z,D3,Restorative,Hesitant to use deadsoft automatrix because it doesn't burnish well,Thanks for letting me work with you halfway through the session!,2020-2021,contact margin prep composite restoration bur remove
R_1oGxNejGW0VMQjI,t_1,0.48571428571428565,2021-05-04T17:22:01Z,D3,Periodontics,I would like to try using the perio probe standing and without a fulcrum like Dr. Richards suggested.,How do you recommend going about the psr technique?,2021-2022,caries patient plan treatment tooth lesion option
R_1oGxNejGW0VMQjI,t_2,0.48571428571428565,2021-05-04T17:22:01Z,D3,Periodontics,I would like to try using the perio probe standing and without a fulcrum like Dr. Richards suggested.,How do you recommend going about the psr technique?,2021-2022,time calculus hand instrument molar scale probe
R_1oGZ9ruF2N0o8eU,t_3,0.5692307692307692,2020-11-06T17:56:44Z,D3,Prosthodontics,Next time I would like to be able to explain the prosth procedure and the future treatment plan better to the patient. I did not have a great picture in my mind of how future appointments would go. I think patient interaction and treatment plan explanation is a major category of improvement that I need.,NA,2020-2021,exam time patient plan complete faculty appointment
R_1oGZCBEiPhLpqtd,t_4,0.9272727272727272,2020-10-01T20:57:28Z,D3,Prosthodontics,"I could have done better with impressions and overall flow of the appointment. While the impressions were acceptable, I would have liked for them to have been great",NA,2020-2021,time crown impression denture occlusion bite tray
R_1OH4ghPBMY0sNYG,t_5,0.7161290322580645,2021-10-25T14:12:34Z,D3,Prosthodontics,next time I would like to use less core material so I do not have to spend so much time reducing and I would also like to remove the amalgam a little quicker now that I know what it is like. I also slightly got the patients cheek with the bur once and would like to avoid that next time.,NA,2021-2022,contact margin prep composite restoration bur remove
R_1oHg499nRP8imqu,t_1,0.568,2021-07-11T14:48:18Z,D3,Exam/Tx Plan,I think I could have been more efficient in my patient encounter. there was a lot of chit chat and I am bad at getting the patient back on topic and focused.,any tips or strategies to refocus a patient?,2021-2022,caries patient plan treatment tooth lesion option
R_1ohiVQPWRErYKKy,t_2,0.888,2021-09-17T02:35:11Z,D3,Periodontics,I want to continue to develop the skills needed to do a good prophy or perio maintenance. I need to continue practicing using the hand scalers in order to best remove calculus.,NA,2021-2022,time calculus hand instrument molar scale probe
R_1oHksiwH8qxjJkR,t_2,0.4666666666666667,2021-12-11T00:00:54Z,D3,Periodontics,"Next time I would like to be more aggressive with the piezo on the maxillary central incisors, because I left some calculus on the MF surface of #8.","none - thank you as always, Dr. Britt! I've noticed that whenever we have the privilege of working with you, patients are so happy and they trust your judgment. I respect it so much. Have a great break in Florida, and an even better Christmas + New Year!",2021-2022,time calculus hand instrument molar scale probe
R_1oHksiwH8qxjJkR,t_5,0.4666666666666667,2021-12-11T00:00:54Z,D3,Periodontics,"Next time I would like to be more aggressive with the piezo on the maxillary central incisors, because I left some calculus on the MF surface of #8.","none - thank you as always, Dr. Britt! I've noticed that whenever we have the privilege of working with you, patients are so happy and they trust your judgment. I respect it so much. Have a great break in Florida, and an even better Christmas + New Year!",2021-2022,contact margin prep composite restoration bur remove
R_1OHMNicOWQ1lOMW,t_5,0.6727272727272727,2021-07-15T02:40:12Z,D3,Restorative,"Next time I will use the bard parker to remove interproximal overhangs and flash, as Dr. Migdal showed me during clinic today. I thought this was a useful technique, and I will definitely use it in the future.","N/A Thank you for the help! This was my first restoration on a patient, and I really appreciated your guidance today during clinic.",2021-2022,contact margin prep composite restoration bur remove
R_1OHoO4IwyYUL3GN,t_1,0.6266666666666667,2020-11-18T05:07:03Z,D3,Restorative,I was well prepared for the apt and the apt was smooth and efficient,Dr. Naser is an excellent faculty who encourage and motivates her students to do the best and makes sure students learn good patient management skills . This is very evident when she talks to the patient and working with her is a great learning experience .,2020-2021,caries patient plan treatment tooth lesion option
R_1oHXlAN884Mahls,t_5,0.8857142857142858,2021-07-22T21:29:47Z,D3,Restorative,I would like to be more conscious of flash in the future.,NA,2021-2022,contact margin prep composite restoration bur remove
R_1oHYQShOEZ2cZaa,t_5,0.7333333333333334,2021-05-24T20:23:19Z,D3,Exam/Tx Plan,SPEED UP,NA,2021-2022,contact margin prep composite restoration bur remove
R_1OHyU8CFx5zED5Y,t_5,0.8222222222222222,2020-11-06T00:18:54Z,D3,Restorative,"#30O composite: This was a larger restoration, I think I could have done a little better  with sealing the margins. My margins were closed, but I had trouble while placing the composite to seal them because of how large the restoration was. A crown could have been another treatment option for this case.",NA,2020-2021,contact margin prep composite restoration bur remove
R_1ohZD0NlVOG5Nnr,t_3,0.7333333333333334,2021-02-12T18:57:17Z,D3,Periodontics,"Honestly, not sure what I would do differently.",NA,2020-2021,exam time patient plan complete faculty appointment
R_1ohZMO3u5GNj8Q7,t_5,0.9794871794871796,2020-11-02T22:04:50Z,D3,Restorative,Asking how to approach building up such a bombed out cavity. I knew it was going to be large going into the prep but was curious if there were different ways to approaching restoring it (#15). Used matrix band and increments to fill and restore. Anatomy was done using a football diamond bur and white cup.,NA,2020-2021,contact margin prep composite restoration bur remove
R_1oHzPP2Z24FnwSS,t_2,0.6,2021-11-03T16:15:01Z,D3,Restorative,Thanks for your help yesterday Dr Czarnecki,NA,2021-2022,time calculus hand instrument molar scale probe
R_1OIEPuUR8qR7YgI,t_3,0.7473684210526316,2021-07-22T23:08:31Z,D3,Periodontics,"Next time, I will pay more attention to the medications my patients are taking and be more mindful of their effects on dental treatment.",NA,2021-2022,exam time patient plan complete faculty appointment
R_1oiHOvVtpraUdnB,t_3,0.7333333333333334,2020-09-03T21:36:24Z,D3,Prosthodontics,More runners please,NA,2020-2021,exam time patient plan complete faculty appointment
R_1oiHsYdTzqeJBEJ,t_5,0.9384615384615385,2020-10-03T05:20:52Z,D3,Restorative,"Bevel better, get more comfortable with cervical lesions and try using carbide burs.",NA,2020-2021,contact margin prep composite restoration bur remove
R_1oilpkdYFvxXnHD,t_1,0.7454545454545454,2021-11-05T21:04:20Z,D3,Restorative,This case is interesting and complicated. Im wondering where to start with the crowns since she needs so many and how to go about priority for that,NA,2021-2022,caries patient plan treatment tooth lesion option
R_1oimWVLzjAq7Opo,t_3,0.8857142857142858,2021-02-02T21:21:27Z,D3,Restorative,I will try to be more efficient with time next time,NA,2020-2021,exam time patient plan complete faculty appointment
R_1oin4kpO8vUHC6c,t_4,0.5771428571428571,2020-11-20T19:15:20Z,D3,Prosthodontics,I would like to learn about how to better prepare the teeth in regards to undercuts and to smoothen the margins. I would also like to practice packing a cord more subgingivally in order to best achieve results when using PVS impressions.,Thank you Dr. George!,2020-2021,time crown impression denture occlusion bite tray
R_1Oiw3WlOPHl8GWA,t_1,0.911111111111111,2021-02-12T15:17:12Z,D3,Exam/Tx Plan,I would like to be better at quoting prices to my patients and helping them explore their options,Thanks for all of your help!,2020-2021,caries patient plan treatment tooth lesion option
R_1OixBo0qyGGxu6V,t_3,0.9619047619047618,2021-05-10T20:50:57Z,D3,Exam/Tx Plan,Improve clinical workflow and become more comfortable with Axium software. Also improve pan radiograph taking - blurred focal trough and lead apron artifact present.,NA,2021-2022,exam time patient plan complete faculty appointment
R_1oj3LJJ0aqpuSKS,t_3,0.9703703703703703,2020-11-30T14:39:09Z,D3,Exam/Tx Plan,This procedure was very efficient and went very well. The only element that I would change is to have the swiping of the forms more streamlined. I feel as though I could organize them in a way that would be easier for the faculty to swipe them. I will try to do this next time.,NA,2020-2021,exam time patient plan complete faculty appointment
R_1OjG2qvoVeorZ9T,t_2,0.6,2021-05-10T21:54:06Z,D3,Restorative,I would like to be better at polishing and more efficient when working around the moth during a prophy.,None,2021-2022,time calculus hand instrument molar scale probe
R_1OjgIkYC36uDHQW,t_1,0.9578947368421052,2021-02-09T15:53:00Z,D3,Periodontics,I would like to be more confident assigning my PSR scores and determining stability/instability with a non-periodontitis patient.,NA,2020-2021,caries patient plan treatment tooth lesion option
R_1OJkDGBcmW49MWa,t_5,0.9578947368421052,2020-10-22T17:59:54Z,D3,Restorative,I would like to focus on the depth of the preps. Dr. Vij helped me identify how to easily fix this and I will do so on my next restorative work.,NA,2020-2021,contact margin prep composite restoration bur remove
