response_date	response_id	response_value	student_year	question	proc
2021-02-22 15:37:57	R_3n89Dv0PoDXjTM3	Know how to write a medical referral	D3	improvement	Restorative
2021-03-22 17:54:18	R_3nGVo7P35c0Byj9	Make a clear and concise  presentation to prosth. 	D3	improvement	Exam/Tx Plan
2021-04-16 16:08:55	R_3sgzY0x7sjNOrfG	Try to gauge patient motives first before planning/thinking too much about the future ahead.	D3	improvement	Restorative
2021-04-16 16:07:33	R_9nLSqxvO9pJ87Ul	Gingival retraction cord for the operculum when doing a sealant	D3	improvement	Restorative
2021-03-23 13:35:01	R_bsEjoJ79v8WJ4Nb	Be ready to give OHI not only flossing and brushing but other devices as well.	D3	improvement	Periodontics
2021-03-01 18:01:07	R_C1zQPlpz6fVqF7X	Put more thought into the prep design and resistance form.	D3	improvement	Restorative
2021-04-15 20:59:29	R_p3F5LUhLG015wBj	DO NOT THROW BLU BITE AWAY	D3	improvement	Restorative
2021-01-26 21:11:31	R_3HuAyzdrYYWCRuq	I would evaluate the thickness of the pfm crown at the occlusal contacts using the calliper and determine if I have to reduce the crown or perform enameloplasty.  	D3	improvement	Prosthodontics
2021-02-05 21:41:27	R_3NJIKfws8XwWGhB	To identify the critical areas problematic to the patient and address those.	D3	improvement	Periodontics
2021-03-10 19:57:09	R_6zlELdZ3T9Jjek9	more oral hygiene instruction to prevent secondary caries	D4	improvement	Restorative
2021-01-22 18:19:10	R_3mmgFklDTC3OCff	Make sure to leave to plaque behind, esp on tilted third molars	D3	improvement	Periodontics
2021-01-22 18:19:10	R_3mmgFklDTC3OCff	Thank you for your help today!	D3	question	Periodontics
2021-02-03 15:14:03	R_3nr7cJ8cJda6qoV	I would like to more efficiently apply the rubber dam prepared for a restoration at the gingival margin.	D3	improvement	Restorative
2021-02-03 15:14:03	R_3nr7cJ8cJda6qoV	When would you use GI resto for cervical lesions and what do you use to finish and polish your composites	D3	question	Restorative
2021-02-12 00:24:40	R_3qIU7z7oWZIJMad	I would like to ID indications for pulp testing more readily	D3	improvement	Exam/Tx Plan
2021-03-30 18:03:47	R_3Olvdungp8UvVgi	I would have liked to have found the lower lesion on #18	D3	improvement	Restorative
2021-02-12 18:36:30	R_DJo0EmdsBTvbvFf	I would have liked to navigate the slight curve in the root better	D3	improvement	Endodontics
2021-01-28 15:51:06	R_DMg1dhJOtxeDtG9	I would have not sectioned abutment on #14 so i can use it as a temp	D3	improvement	Restorative
2021-04-05 20:54:52	R_3GqXAinWcE5tlRB	Nothing specific	D3	improvement	Prosthodontics
2021-04-01 17:36:02	R_3hg2Ltrh3fVf8Pf	Nothing Specific	D3	improvement	Periodontics
2021-03-16 17:24:23	R_3IZeMNgzIwlLo0N	Nothing specific	D3	improvement	Prosthodontics
2021-03-29 20:19:34	R_3KDZHIzGtlOvKjh	Nothing specific.	D3	improvement	Prosthodontics
2021-03-22 16:59:26	R_3mazil3imRaGOMv	Access opening better to see things in direct vision.	D3	improvement	Prosthodontics
2021-02-17 22:02:50	R_3MuOtfb1s2HIwJE	Nothing Specific	D3	improvement	Exam/Tx Plan
2021-03-22 19:20:29	R_3NBYNuDd1lsdjRK	Nothing specific	D3	improvement	Restorative
2021-03-26 13:50:52	R_3NUiVwleOn4L8tF	Nothing specific.	D3	improvement	Prosthodontics
2021-02-10 19:45:34	R_3qOvYDzC7xY3qOF	Nothing specific.	D3	improvement	Prosthodontics
2021-02-24 21:29:17	R_OQnycHrwU85Lny1	Nothing specific	D3	improvement	Restorative
2021-03-15 21:21:19	R_3Piq1pkph8ZHgm4	Checking the high points more carefully	D3	improvement	Restorative
2021-03-15 21:21:19	R_3Piq1pkph8ZHgm4	Thank you so much 	D3	question	Restorative
2021-01-12 03:34:35	R_3qWkrxetBn598Tz	The apt did not go the way it has been planned but things to learn, know your limitations and when to refer . Long term prognosis of the treatment should be the ultimate goal. 	D3	improvement	Prosthodontics
2021-01-27 03:52:20	R_3rS92WlYKPoixBN	remove high point more precisely	D3	improvement	Restorative
2021-01-27 03:52:20	R_3rS92WlYKPoixBN	Thank you Dr. Naser for your valuable information 	D3	question	Restorative
2021-03-09 17:55:47	R_exKqNhJ08UxGYbn	Time management when doing big case 	D3	improvement	Prosthodontics
2021-03-09 17:55:47	R_exKqNhJ08UxGYbn	Dr. George is an excellent faculty , who goes above and beyond to help their students. 	D3	question	Prosthodontics
2021-01-27 20:06:07	R_3KVApinG38WRz7V	Nothing. Working with Dr. Krezel was good. 	D3	improvement	Prosthodontics
2021-01-21 23:47:28	R_3MDKURB3PBTPGVn	I wish we would more time for prostho work especially. 	D3	improvement	Prosthodontics
2021-03-06 17:49:24	R_Azo5mYwDyMwdo1X	It went smooth. 	D3	improvement	Restorative
2021-02-04 19:43:33	R_bKEuTNz0CTCORBT	smooth.	D3	improvement	Restorative
2021-02-08 21:04:26	R_NWklOf3WzihQ5a1	It went smooth. 	D3	improvement	Restorative
2021-02-11 16:38:57	R_3hGF899wv2tBF8w	I hope to improve at checking the cervical margins in the interproximal area and ensuring there is no flash or excess composite in the interproximal area. The technique today with the floss against each tooth separately, as well as flossing just lingual and just facial was so helpful in better understanding how to troubleshoot these scenarios. 	D3	improvement	Restorative
2021-01-26 21:46:38	R_3iEcV9E5C2uFQaD	I really appreciated the lesson about the benefits of taking a centric relation record with pink wax as opposed to blue mousse. It was very beneficial to learn the reasoning behind this technique and how it relates to an occlusal guard and the acrylic thickness that makes up the occlusal guard!	D3	improvement	Prosthodontics
2021-01-26 21:41:06	R_3iWr0x4k9htg9PU	I am still working on being able to correctly identify a stick or catch with an explorer that indicates caries and warrants treatment versus a stick or catch that is due to anatomical features. It was very helpful today when you explained the concept of a dark spot/stain with a chalky white appearance surrounding it indicating caries/decay compared to a dark spot/stain that does not have the chalky white appearance and is likely to be staining within normal anatomical features. 	D3	improvement	Periodontics
2021-03-31 20:26:32	R_3rNI5Ep9DgPBi5z	This appointment really helped me to understand the importance of a comprehensive exam for every new patient and looking at the patient as a whole when determining necessary treatment. As a new patient with a previous diagnosis from a private practice dentist of caries with restorations needed in 7 different sites, a conservative treatment approach did not align with this diagnosis, especially for a young patient that is periodontally stable with impeccable oral hygiene and minimal previous restorative trea	D3	improvement	Exam/Tx Plan
2021-02-20 21:52:03	R_3RvDnBmIN2zk8Og	In terms of something to be mindful of for future appointments and my career in dentistry is managing the time available/scheduled for an appointment from the minute the appointment begins. Although it won't always be possible, working through procedures like an exam or prophy at an efficient rate may allow time to replace a faulty restoration that is found during the exam/prophy. 	D3	improvement	Periodontics
2021-04-02 22:46:04	R_6o5nk483GPK7coF	I hope in future appointments I am able to be more confident in my findings and proposed treatment plan when presenting to faculty, instead of questioning myself and hoping faculty can confirm what I found and how to treat these findings. 	D3	improvement	Exam/Tx Plan
2021-03-31 20:32:13	R_aXzSK2r2KNiRUE9	I hope to improve on contouring restorations to match adjacent and other teeth in the mouth. I feel that this composite buildup was done well, but definitely agree that #24 has very minimal anatomy and very little contouring as well, and I think I did not appropriately represent that when adjusting this restoration. 	D3	improvement	Prosthodontics
2021-02-09 13:30:25	R_bpb5jKRG3Zxmdfr	I am still working on the confidence in my ability to correctly diagnose and treatment plan caries lesions. I have noticed improvement in clinical diagnosis of what is a caries lesion vs. dark/stained pits and fissures, and learned a lot from Dr. Akasheh about features within Mipacs that can assist with providing more information about a suspected caries lesion. 	D3	improvement	Exam/Tx Plan
2021-01-06 19:42:56	R_BSyh8D8lF4JeUwN	Since this was the first pre-fabricated temporary crown I've done, I learned a lot for future similar encounters. The biggest thing to do differently next time is to reline the pre-fabricated crown with jet acrylic sooner than I did this time, meaning less modification to the pre-fabricated crown before relining. 	D3	improvement	Prosthodontics
2021-02-09 13:27:37	R_OKj9wc5Oev07Wh3	In the future, I need to be more aware of ensuring there is no debris (such as leftover alginate impression material) in the mouth before taking another impression, especially the PVS impression. I also would like to get better at prepping margins that are circumferentially equigingival and smooth with no J-margins. 	D3	improvement	Prosthodontics
2021-02-15 21:53:54	R_3G1VMt3Yb2mPiuF	Be more confident in my temp fabrication	D3	improvement	Restorative
2021-02-24 19:50:08	R_3ICr5Lt2cXBKIWR	Adjust occlusion more aggressively/quicker. I was too tentative. 	D3	improvement	Prosthodontics
2021-04-12 20:51:06	R_3iLwzfCuLFomFQI	better explain to the patient and his treatment plan/finances and why he should keep his teeth	D3	improvement	Restorative
2021-03-25 18:18:11	R_3JCNqfzSJjQmkQJ	work more efficiently 	D3	improvement	Exam/Tx Plan
2021-03-25 18:18:11	R_3JCNqfzSJjQmkQJ	I plan to restore the facial abfraction/abrasion lesions on her premolars - how do I get enough retention? Should I use the GI/composite sandwich technique?	D3	question	Exam/Tx Plan
2021-01-27 02:23:08	R_3kGlrm7BXQBW4cV	Not over diagnose as much - I was trying to be thorough but I ended up just questioning when it wasn't needed.	D3	improvement	Periodontics
2021-01-27 02:23:08	R_3kGlrm7BXQBW4cV	Is it okay that I use interproximal sanding strips to clean off interproximal calculus in the lower anteriors? It works pretty well..	D3	question	Periodontics
2021-04-13 20:19:20	R_3m4rUHrdQHmCG3d	know the pricing of implants better	D3	improvement	Exam/Tx Plan
2021-03-04 17:18:59	R_4VnErY6ar6euGfT	work quicker	D3	improvement	Exam/Tx Plan
2021-03-30 23:44:30	R_8bPsLyNYMHMu5fb	I wish I had explained to the patient why we need to do a comprehensive exam before we initiate treatment better. She was adamant about getting the cleaning done and I tried to fit it all in but I wanted to have time to do the comprehensive exam as well. 	D3	improvement	Periodontics
2021-03-30 23:44:30	R_8bPsLyNYMHMu5fb	None - sorry it was so busy in clinic today and thank you for your help!	D3	question	Periodontics
2021-04-08 16:32:33	R_8bTolZNnkZ38Ic9	I extended the prep a little too far. Next time, I want to go slower and prevent that	D3	improvement	Restorative
2021-01-20 20:04:53	R_CfX6mOi9b4vopJT	Be more efficient with my computer work.	D3	improvement	Exam/Tx Plan
2021-01-20 20:04:53	R_CfX6mOi9b4vopJT	None - but it was a great learning experience today, thank you for your explanations and help!	D3	question	Exam/Tx Plan
2021-04-06 17:01:33	R_Ptxiaz0X7nk8KT7	know a bit more about smoking cessation in order to discuss it with my patients	D3	improvement	Periodontics
2021-04-06 17:01:33	R_Ptxiaz0X7nk8KT7	none - thanks for your help!	D3	question	Periodontics
2021-03-03 17:15:29	R_3HpExvKNYcwcV4u	None	D3	improvement	Restorative
2021-03-15 14:09:15	R_C2FVqrQlwZ6NA8V	Recognizing need for distal box. 	D3	improvement	Restorative
2021-03-23 11:55:02	R_3lAkfDkFI9QK5oe	Small bevel with football bur, check better for flash.	D4	improvement	Restorative
2021-02-09 19:56:49	R_3nIyRuX4kTAri2R	Discussing with patient possibility of crown failing with crown prior to access because of challenge of not seeing where tooth structure is. 	D4	improvement	Restorative
2021-03-23 11:53:56	R_9yscfBxCfagVUIN	Bevel all margins	D4	improvement	Restorative
2021-03-04 02:06:27	R_DGIoA0bkihCNjZD	Learned about tx planning for borderline caries.	D4	improvement	Exam/Tx Plan
2021-03-10 16:14:34	R_eExlHTRwjPso3RL	Learned a lot about adapting implant impression copings with diamond bur	D4	improvement	Prosthodontics
2021-01-25 17:33:08	R_3HiXj5mOvbJidvH	Everything went well	D4	improvement	Exam/Tx Plan
2021-02-02 22:08:46	R_3isgERYl3hj95JZ	Everything went as planned	D4	improvement	Periodontics
2021-01-25 17:36:13	R_3iUaWrRf6hvnNCv	Everything went well	D4	improvement	Prosthodontics
2021-01-25 17:40:41	R_6fD0kzz1jr8WHKh	Everything went as planned	D4	improvement	Exam/Tx Plan
2021-01-06 19:50:27	R_3FVyUxRs3xA69f7	Next time I would like to be able to effectively remove the old composite restoration by myself and be able to recognize that my hand piece is defective and is making it harder for me to remove the restoration.	D3	improvement	Restorative
2021-01-06 19:50:27	R_3FVyUxRs3xA69f7	Since we dont have much experience and thus an idea on how far is too deep (before we come even close to the pulp) how might you recommend I become a better judge on that 	D3	question	Restorative
2021-03-12 16:15:37	R_3hortqR4LqIqhUw	Be more efficient 	D3	improvement	Restorative
2021-04-19 17:33:53	R_3Hwf15xCOkq6iSt	be able to fabricate provisional more efficiently	D3	improvement	Prosthodontics
2021-02-24 21:53:26	R_3KD6oJT9fcASYoe	Next time I want to be able to recognize the restored rough surfaces that require further adjustment.	D3	improvement	Restorative
2021-02-24 21:53:26	R_3KD6oJT9fcASYoe	What advice do you have for me next time?	D3	question	Restorative
2021-03-24 14:37:10	R_BR5lSDlNCiyibVD	be more efficient in my steps even if I don't anticipiate the treatment we are rendering	D3	improvement	Restorative
2021-03-16 19:32:50	R_bwqlCTPTGpLI4F3	Next time I want to be mindful about using dental jargon so that there is no room for misinterpretation	D3	improvement	Exam/Tx Plan
2021-02-10 17:37:47	R_Oebec0dn7JESOhr	I would like to be able to be more efficient next time	D3	improvement	Restorative
2021-02-10 17:37:47	R_Oebec0dn7JESOhr	How do you think I can improve for next time?	D3	question	Restorative
2021-02-25 15:47:27	R_3g58lhfEbiwjBsJ	Better alginates	D4	improvement	Prosthodontics
2021-01-28 15:09:22	R_OBeVWvcuL436Pmh	Have all materials ready	D4	improvement	Prosthodontics
2021-03-11 19:30:00	R_3RgPDxtDGPAltMN	Check excursive movements for interference when checking occlusion.	D3	improvement	Prosthodontics
2021-01-29 22:15:12	R_3s4SrpGHcFHb4oQ	Learned about good strategies for tracing a fistula using gutta percha. Will use this in my future practice.	D3	improvement	Exam/Tx Plan
2021-01-29 14:59:42	R_6VYQCQ3wRVN8yB3	Discussed the importance of utilizing Oral Med specialists if they are available to confirm findings. I would like to utilize their expertise when necessary in future patient encounters.	D3	improvement	Periodontics
2021-02-10 14:43:01	R_3OozewmYfR1DWuj	Be confident in prosth adjustments. 	D4	improvement	Exam/Tx Plan
2021-02-15 15:56:46	R_3qjHwz2CfRmPHpO	Be more confident in my decisions about the filling itself. 	D4	improvement	Restorative
2021-03-22 20:25:40	R_CdkCwF6obR56lIR	Confidence in thought process for prep	D4	improvement	Restorative
2021-02-23 17:04:29	R_3FVsSajHwbIdDg1	Next time I will consider flowable composite as a patch for an integrity crown rather than completely remaking it with jetta.	D3	improvement	Restorative
2021-04-16 17:32:53	R_3hDXeqFSvWGGWZw	Use a Cavitron!	D3	improvement	Restorative
2021-03-26 14:29:50	R_3ivS9w0V2HzTnX1	Be less aggressive with caries plan - everything should have been observed, not treated.	D3	improvement	Exam/Tx Plan
2021-03-02 18:28:27	R_ClTpSBwmBY2XJvP	Get the appropriate oral hygiene materials before the perio consult arrives.	D3	improvement	Restorative
2021-02-01 22:07:32	R_DoRv3jqRF2BSB7b	Consider patient finances when treatment planning - ideally, try to complete disease control phase before moving on to definitive restoration.	D3	improvement	Prosthodontics
2021-03-10 21:48:34	R_3mdV7czAbtYQ6mA	Create a larger access in the beginning to help with instrumentation	D4	improvement	Endodontics
2021-03-08 17:11:28	R_3NKRau6aaFBcNcu	I dont know of anything that went wrong that I could have improved on for this appointment.	D4	improvement	Prosthodontics
2021-02-17 21:42:30	R_8krumTJG0kRnlRL	remove bonding flash prior to finishing	D4	improvement	Restorative
2021-04-09 17:32:16	R_3M4nZU252znIPHY	I think next time I would increase the depth of the margin on the mesial so that it was more defined in my impression.	D3	improvement	Prosthodontics
2021-04-09 17:32:16	R_3M4nZU252znIPHY	Thank you for your help today.	D3	question	Prosthodontics
2021-04-16 14:33:54	R_3NOwVKCuDwpLgXf	The appointment went well and I wouldn't change anything.	D3	improvement	Periodontics
2021-04-16 14:33:54	R_3NOwVKCuDwpLgXf	Thank you for your help today.	D3	question	Periodontics
2021-03-08 22:23:56	R_3O2fEsmZfNK1N0s	I think that I appropriately asked for guidance when I got to a challenging part of the prep.	D3	improvement	Restorative
2021-03-08 22:23:56	R_3O2fEsmZfNK1N0s	Thank you for taking the time to show me some of your favorite techniques with the cord and prep design! It was great to work with you!	D3	question	Restorative
2021-02-25 17:54:45	R_3Ra0HGPQOYLUZ2r	I think the appointment went well and I wouldn't change what I did. I think I appropriately asked for a check on the prep design to make sure I wasn't taking away too much tooth structure as the grooves extended to the lingual.	D3	improvement	Restorative
2021-02-25 17:54:45	R_3Ra0HGPQOYLUZ2r	Thank you for your help today and for sharing your thought process on the bridge design! Glad we were able to finally work together on a case.	D3	question	Restorative
2021-03-05 18:37:32	R_7WK9UOhLu5U3WQF	I think the appointment went well considering the patient showed up 45 minutes late to the appointment.	D3	improvement	Periodontics
2021-03-05 18:37:32	R_7WK9UOhLu5U3WQF	Thank you for your help today.	D3	question	Periodontics
2021-04-15 21:08:07	R_Dc7lbz8WnhF8pWh	Same as other..	D3	improvement	Prosthodontics
2021-04-15 21:08:07	R_Dc7lbz8WnhF8pWh	Thank you again for your help today!	D3	question	Prosthodontics
2021-02-23 19:04:19	R_DMr4I9abTXTrH5n	Next time, I will be aware of the difference in tactile sensation between completely smooth and rough cementum.	D3	improvement	Periodontics
2021-02-23 19:04:19	R_DMr4I9abTXTrH5n	Thank you for the taking the extra time to show me those techniques today. I learned a lot today and I think my patient appreciated your attention to detail. It was great to finally work with you!	D3	question	Periodontics
2021-04-07 02:05:15	R_efTY7IvirAU74wp	'-same as other-	D3	improvement	Prosthodontics
2021-03-16 21:52:39	R_eIPF177szxt7D2x	Next time, I will focus getting the preps done so that the temp can get adjusted with more time left rather than focusing on refining the prep.	D3	improvement	Prosthodontics
2021-03-16 21:52:39	R_eIPF177szxt7D2x	Thank you so much for all of your help and great instruction today. I am learning a ton from you and am very appreciative of your mentorship!	D3	question	Prosthodontics
2021-04-12 18:17:38	R_qEirJqFlXvBH9F7	Given the fact that I was having to scale heavy buildup without a Cavitron, the appointment went well. I will be sure to have the Cavitron at the next appointment and touch up the sites that were scaled at the appointment today.	D3	improvement	Periodontics
2021-04-12 18:17:38	R_qEirJqFlXvBH9F7	Thank you for your help today, especially with the photos! I will keep you posted with the follow-ups!	D3	question	Periodontics
2021-03-15 14:00:52	R_3p53DKA4s1vqRmA	Next time I would like to mark the vibrating line and design the post dam on my own before leaning on faculty's help.	D3	improvement	Prosthodontics
2021-02-23 17:00:35	R_4GcN426veIVACVr	I would like to better familiarize myself with all of the materials and instruments that I would need for an appointment just so Im not running to dispensing so much. This was a good case for me though as I have had no experience with posts up to this point. 	D3	improvement	Prosthodontics
2021-03-29 20:18:20	R_AoFlObvSfLsl2a5	I would like to try to polish before I hand scale/cavitron just to try it out and see if I like the results. 	D3	improvement	Periodontics
2021-01-25 20:47:06	R_OcIbW0n51y3hOmJ	When treatment planning restorations for a patient with bruxism/erosion it is better to go with composites because the wear pattern will be smoother overtime as opposed to amalgam which will fracture off and potentially be sharp. 	D3	improvement	Restorative
2021-03-14 23:09:23	R_3FRmG7uSWwXGbeS	Be more efficient with time	D3	improvement	Restorative
2021-03-14 22:41:25	R_3G9YUwRrF3dOdMX	Have a more realistic idea about what can be accomplished in a single appointment.	D3	improvement	Prosthodontics
2021-03-14 22:49:35	R_3hGibkHYjGOPa6j	Have a greater understanding of when referral to grad perio is necessary.	D3	improvement	Exam/Tx Plan
2021-03-14 22:31:11	R_3OhGU92bkfsuWS5	Work faster	D3	improvement	Restorative
2021-04-16 20:25:33	R_3QKnjhCUIkb7ezu	Look more closely at the radiographs for interproximal caries	D3	improvement	Exam/Tx Plan
2021-03-14 23:01:44	R_3Rl0HClRp3fDn29	Make sure tray is properly extended with rope wax before taking impression	D3	improvement	Prosthodontics
2021-03-29 16:44:55	R_4VDRxgNjKqOabYJ	Make sure to have an assistant for future crown deliveries.	D3	improvement	Prosthodontics
2021-04-02 20:07:27	R_9YRnSuSRMoSUgp3	Be more aggressive when adjusting bite-splint with hand-piece.	D3	improvement	Prosthodontics
2021-03-14 22:58:20	R_BAiZTQ92swiQ1sB	Make sure all the online forms are filled out before the faculty comes over.	D3	improvement	Exam/Tx Plan
2021-03-29 16:47:46	R_OAIEooJLQ6A5mdr	Make sure to double check the occlusion.	D3	improvement	Restorative
2021-02-05 18:19:07	R_3lJOwZP8TWSqPwf	Slight burnished calculus left on #18M just below contact point	D4	improvement	Exam/Tx Plan
2021-03-04 18:28:49	R_3MnuHKPXqtSQx07	Now that I have a better understanding of border moulding I think that I would be more capable of doing it in the future.	D4	improvement	Prosthodontics
2021-03-08 21:18:04	R_3QYuC8P283JvJ5r	I thought it went smoothly	D4	improvement	Exam/Tx Plan
2021-03-23 23:04:25	R_6Gy17EiNm9pdCwh	Pt expectations management needs to be improved	D4	improvement	Prosthodontics
2021-04-09 17:09:35	R_3h09w4WiNHFGnnB	Improve efficiency when temporizing with photac fill. Thanks so much for your help!	D4	improvement	Exam/Tx Plan
2021-04-06 12:47:02	R_3lzP6tx45kj5XgY	Improve efficiency.	D4	improvement	Exam/Tx Plan
2021-04-05 17:23:34	R_3nfxkma3rMvSZbS	Improve cord packing and overall efficiency.  Thanks for your help!	D4	improvement	Restorative
2021-01-21 17:59:22	R_3q7mBTv8ihhmX9j	More definitively plan to treat #10 DL decay.  	D4	improvement	Periodontics
2021-01-26 15:44:04	R_bCRJNATHhqIGbhT	Better assess core vs. tooth structure when placing margins, use blue mousse to assess occlusal reduction.	D4	improvement	Prosthodontics
2021-02-17 21:27:33	R_bkJq4uYaZvaSWSB	Try to scale more gently to minimize gingival trauma.  	D4	improvement	Periodontics
2021-02-04 15:57:33	R_Q4Izm9Kb5pJyy2d	Increase speed and confidence to improve time management. 	D4	improvement	Periodontics
2021-02-08 15:13:55	R_3HzfcSfaad4RlR0	Have everything planned beforehand	D3	improvement	Restorative
2021-02-24 21:45:34	R_3JaeRCuyvJm3zrJ	Plan entire treatment planning case from beginning to end	D3	improvement	Exam/Tx Plan
2021-03-16 17:03:27	R_3PU2kYAMMmuO1o0	take PA when needed	D3	improvement	Exam/Tx Plan
2021-03-24 14:12:25	R_6RuI5SyKWYMuTzb	none	D3	improvement	Periodontics
2021-03-12 18:40:27	R_BAoUVHqsH29pdoB	Take better impressions	D3	improvement	Exam/Tx Plan
2021-02-08 22:19:02	R_Om3WDMutnWyQjM5	Work faster	D3	improvement	Prosthodontics
2021-03-25 23:08:26	R_pgRky6UrgfZkgP7	Communicate with paTIENT BETTER	D3	improvement	Prosthodontics
2021-01-20 18:02:36	R_3NR5d1br1iXStfc	Make sure to clean all the residual cement from the sulcus area	D3	improvement	Restorative
2021-03-05 15:04:00	R_3qI1h5OLkGYx8H3	arrange canines in mesial angulation	D3	improvement	Prosthodontics
2021-02-10 14:03:00	R_3rGOBGsght9QRCa	"1)always apply Vaseline on tooth before making provisional 
2)Remove retraction cord before making provisional"	D3	improvement	Prosthodontics
2021-02-05 20:37:43	R_4Vg9Gju9dhUUuaJ	Make sure to have surveyed casts and mounted articulator before starting a RPD case	D3	improvement	Prosthodontics
2021-02-22 18:26:10	R_898ebLj3gVNcepr	"1) Extend rest seats towards the center to direct the occlusal forces towards the center of the tooth
2) Remove border moulding material from the inside of the custom tray to have enough material for the pvs impression material"	D3	improvement	Prosthodontics
2021-01-25 20:35:26	R_79FPevWZXdnRqM1	I would like to know step ahead earlier on 	D4	improvement	Prosthodontics
2021-01-25 20:38:33	R_D6MgKwM2y2FZ5mx	I would like to identify problems more efficently	D4	improvement	Restorative
2021-02-15 21:17:26	R_A7mBxT29rCc6kcF	Make the patient come earlier, have an assistant	D4	improvement	Restorative
2021-03-10 20:18:54	R_bjzUaZa1livv281	I will use Garrison system more to get a better proximal contact . I learned a lot today and will think about using  the electrosurge each time I have gingival tissue extending into the gingival seat area. 	D4	improvement	Restorative
2021-02-10 18:34:22	R_3KPKv6n7Boe9HxR	Improve at looking at PARL, considering bone trabeculation may indicate not PARL. 	D3	improvement	Exam/Tx Plan
2021-02-10 18:34:22	R_3KPKv6n7Boe9HxR	Thinking about the case afterwards, I noticed that in the PA, the canal looked a little calcified and thin...could that have been cause for negative endo ice test rather than necrotic pulp? Or would that neg endo ice test + recurrent decay + possible PARL still be more indicative of necrotic pulp? 	D3	question	Exam/Tx Plan
2021-04-08 17:54:49	R_3lDjMIlhzy8LJQW	Better shade match, I had mistakenly matched shade to occlusal instead of buccal and it was too light. I would also define margins more (more right angles)	D3	improvement	Restorative
2021-04-08 17:54:49	R_3lDjMIlhzy8LJQW	What are the main reasons to recommend onlay vs. just keeping complex composite? The main reason I recommended onlay more is due to severe bruxism (he breaks hard custom bitesplints easily)	D3	question	Restorative
2021-03-08 22:14:46	R_3PX3LgmepHwLHzN	I would like to be more confident in removing caries, especially getting near the pulpal wall, I wasn't as close to the pulp as I thought. It was definitely a great learning experience as I had only restored shallow preps before!	D3	improvement	Restorative
2021-03-08 22:14:46	R_3PX3LgmepHwLHzN	Is the correct plan to wait and follow-up for any symptoms for the next 2 months, if no pain then restore with crown? I would make sure to finish #5D prior to crown. If she does experience pain, then that would indicate for RCT? 	D3	question	Restorative
2021-04-02 02:51:54	R_plPIhs93fTYDmG5	I would like to be sure to re-evaluate and diagnose previously planned treatments. For example one composite was planned likely due to a void in the composite and may not need to be replaced at this moment. It is also helpful to review ICDAS classifications for lesions close to the DEJ that may not need to be restored (noncavitated) but rather observed and encourage the patient to work on remineralizing that area to avoid a restoration.	D3	improvement	Restorative
2021-01-09 17:37:34	R_3FXR1BumyEBVo1p	Next time I will follow Dr. Krezel's method of cord packing. The impressions turned out great! Also, I will familiarize myself with the lab order procedure (where to print, where to take my impressions, etc.).	D3	improvement	Prosthodontics
2021-04-16 20:37:25	R_3GwYWsatY3anxLA	Next time I want to pay special attention to areas of dentinal hypersensitivity. I made the patient jump multiple times by hand scaling and cavitron-ing sensitive areas. 	D3	improvement	Restorative
2021-01-06 19:58:14	R_3KOQ26ebjPtr6vZ	Next time I would like to practice my explanation to my patient. The patient did not understand the concept of a crown after I said it multiple times during the appointment. 	D3	improvement	Exam/Tx Plan
2021-03-17 17:52:57	R_3Kp7A1IkBOWPG6M	Next time I would like to be more efficient to have more time to talk with faculty members. I went over time and was not organized in my approach to communicate between restorative faculty members and prosthodontic faculty members.	D3	improvement	Restorative
2021-03-17 17:52:57	R_3Kp7A1IkBOWPG6M	How should I approach a prosthodontic consult while also keeping restorative faculty involved too? I ran into mixed communication between the specialties while not properly communicating between the two. 	D3	question	Restorative
2021-03-04 21:23:44	R_3nBHF4xmDLzTXpD	Now I know a more efficient border molding technique to use on future patients. Next time I will use a lot less greenstick compound. 	D3	improvement	Prosthodontics
2021-04-27 17:28:49	R_3P5AoMQA8lp12Cb	Managing patient expectations regarding alveoloplasty healing time	D3	improvement	Prosthodontics
2021-02-03 18:58:21	R_6KcSxw6nGqSnAmB	Next time I will double check my trays before placing them on my patient for alginate impressions. I will understand the printing system in the Maize West clinic at this appointment too. 	D3	improvement	Restorative
2021-01-05 20:12:37	R_6maVcJ2AkEVSxRT	Next time I will not over-fill the bridge with temp-bond (which prevented full seating). I also forgot to mention re-cementing the patient's bridge to Dr. Pinozek at the beginning of the appointment. 	D3	improvement	Restorative
2021-02-24 22:15:19	R_6srTcdDs51ieJRn	Next time during the prophylaxis I need to be more aggressive in the area of the mandibular anterior linguals, and place the instrument deeper interproximally. 	D3	improvement	Restorative
2021-02-24 18:35:12	R_9Zgb0ZXIbj42v1D	"1. Coordinate better with patient about end time for the appointment
2. Adapt terminal shank for more accurate feel of calculus interproximally
3. Not refer to D1110 prophylaxis as ""cleaning"""	D3	improvement	Periodontics
2021-02-22 17:57:49	R_Ab1Nsr5UoaVTSoN	Next appointment I will be more prepared with writing lab orders and the differences between high noble metal crowns and noble metal crowns. 	D3	improvement	Prosthodontics
2021-01-20 19:46:24	R_PFBHCibd6qPCwhj	Next time I will remember to shade match the existing teeth before fabricating the prostheses and completing the lab order. 	D3	improvement	Prosthodontics
2021-03-12 21:10:36	R_ptsqy7Defbisdzz	Next time I will improve my use of hand-scalers (e.g. gracey vs. universal curettes). 	D3	improvement	Periodontics
